PC6,hh_ID,hh_size,neighb_code,hh_type,income_group,car_ownership,longitude,latitude,PC4
2544RZ,18306,2,BU05183387,couple_without_children,income_9_10,0,4.25207256474945,52.040595090461,2544
2544RZ,16428,5,BU05183387,couple_with_children,income_1_10,0,4.25207256474945,52.040595090461,2544
2544RZ,18277,2,BU05183387,couple_without_children,income_7_10,0,4.25207256474945,52.040595090461,2544
2544RZ,19387,1,BU05183387,single,income_8_10,1,4.25207256474945,52.040595090461,2544
2544RZ,18680,1,BU05183387,single,income_8_10,1,4.25207256474945,52.040595090461,2544
2544RZ,17992,2,BU05183387,couple_without_children,income_6_10,0,4.25207256474945,52.040595090461,2544
2544SB,19314,1,BU05183387,single,income_4_10,0,4.25092273036374,52.0416419663599,2544
2544SB,18964,1,BU05183387,single,income_3_10,1,4.25092273036374,52.0416419663599,2544
2544SB,16789,3,BU05183387,single-parent,income_5_10,1,4.25092273036374,52.0416419663599,2544
2544SB,17818,3,BU05183387,couple_with_children,income_10_10,0,4.25092273036374,52.0416419663599,2544
2544SB,18016,2,BU05183387,couple_without_children,income_3_10,0,4.25092273036374,52.0416419663599,2544
2544SB,20136,1,BU05183387,single,income_4_10,1,4.25092273036374,52.0416419663599,2544
2544SB,17318,3,BU05183387,couple_with_children,income_10_10,0,4.25092273036374,52.0416419663599,2544
2544SB,16681,3,BU05183387,single-parent,income_6_10,0,4.25092273036374,52.0416419663599,2544
2544SB,17977,2,BU05183387,couple_without_children,income_3_10,0,4.25092273036374,52.0416419663599,2544
2544SB,18186,2,BU05183387,couple_without_children,income_9_10,0,4.25092273036374,52.0416419663599,2544
2544SB,16812,4,BU05183387,couple_with_children,income_7_10,0,4.25092273036374,52.0416419663599,2544
2544SB,17399,3,BU05183387,couple_with_children,income_4_10,0,4.25092273036374,52.0416419663599,2544
2544SB,18134,2,BU05183387,couple_without_children,income_2_10,0,4.25092273036374,52.0416419663599,2544
2544SB,19340,1,BU05183387,single,income_6_10,0,4.25092273036374,52.0416419663599,2544
2544SB,20105,1,BU05183387,single,income_1_10,1,4.25092273036374,52.0416419663599,2544
2544SB,20021,1,BU05183387,single,income_1_10,1,4.25092273036374,52.0416419663599,2544
2544SB,17804,2,BU05183387,single-parent,income_9_10,1,4.25092273036374,52.0416419663599,2544
2544SB,18144,2,BU05183387,couple_without_children,income_9_10,0,4.25092273036374,52.0416419663599,2544
2544SB,18817,1,BU05183387,single,income_3_10,0,4.25092273036374,52.0416419663599,2544
2544SB,16768,4,BU05183387,couple_with_children,income_9_10,0,4.25092273036374,52.0416419663599,2544
2544SB,16787,4,BU05183387,couple_with_children,income_9_10,0,4.25092273036374,52.0416419663599,2544
2544SB,16725,3,BU05183387,single-parent,income_5_10,1,4.25092273036374,52.0416419663599,2544
2544SC,18768,1,BU05183387,single,income_7_10,0,4.25153399235851,52.0411842352019,2544
2544SC,17877,2,BU05183387,single-parent,income_6_10,0,4.25153399235851,52.0411842352019,2544
2544SC,16477,4,BU05183387,single-parent,income_6_10,1,4.25153399235851,52.0411842352019,2544
2544SC,17922,3,BU05183387,couple_with_children,income_6_10,0,4.25153399235851,52.0411842352019,2544
2544SC,17440,3,BU05183387,couple_with_children,income_9_10,0,4.25153399235851,52.0411842352019,2544
2544SC,19336,1,BU05183387,single,income_4_10,0,4.25153399235851,52.0411842352019,2544
2544SC,19375,1,BU05183387,single,income_3_10,0,4.25153399235851,52.0411842352019,2544
2544SC,18460,2,BU05183387,couple_without_children,income_1_10,0,4.25153399235851,52.0411842352019,2544
2544SC,17902,2,BU05183387,single-parent,income_10_10,1,4.25153399235851,52.0411842352019,2544
2544SC,20427,1,BU05183387,single,income_3_10,0,4.25153399235851,52.0411842352019,2544
2544SC,18717,1,BU05183387,single,income_2_10,0,4.25153399235851,52.0411842352019,2544
2544SC,17520,3,BU05183387,couple_with_children,income_1_10,0,4.25153399235851,52.0411842352019,2544
2544SC,18409,2,BU05183387,couple_without_children,income_2_10,0,4.25153399235851,52.0411842352019,2544
2544SC,18791,1,BU05183387,single,income_1_10,1,4.25153399235851,52.0411842352019,2544
2544SC,19937,1,BU05183387,single,income_6_10,0,4.25153399235851,52.0411842352019,2544
2544SC,18035,2,BU05183387,couple_without_children,income_8_10,0,4.25153399235851,52.0411842352019,2544
2544SC,17872,2,BU05183387,single-parent,income_1_10,1,4.25153399235851,52.0411842352019,2544
2544SC,20094,1,BU05183387,single,income_6_10,1,4.25153399235851,52.0411842352019,2544
2544SC,19696,1,BU05183387,single,income_2_10,1,4.25153399235851,52.0411842352019,2544
2544SC,19821,1,BU05183387,single,income_1_10,1,4.25153399235851,52.0411842352019,2544
2544SC,16763,4,BU05183387,couple_with_children,income_1_10,0,4.25153399235851,52.0411842352019,2544
2544SC,17459,3,BU05183387,couple_with_children,income_8_10,0,4.25153399235851,52.0411842352019,2544
2544SC,16369,5,BU05183387,couple_with_children,income_7_10,0,4.25153399235851,52.0411842352019,2544
2544SC,20187,1,BU05183387,single,income_5_10,1,4.25153399235851,52.0411842352019,2544
2544SC,18962,1,BU05183387,single,income_7_10,1,4.25153399235851,52.0411842352019,2544
2544SC,20365,1,BU05183387,single,income_3_10,1,4.25153399235851,52.0411842352019,2544
2544SC,18342,2,BU05183387,couple_without_children,income_10_10,0,4.25153399235851,52.0411842352019,2544
2544SC,19812,1,BU05183387,single,income_8_10,1,4.25153399235851,52.0411842352019,2544
2544SE,17041,4,BU05183387,couple_with_children,income_1_10,0,4.25167805259711,52.0416175267012,2544
2544SE,20242,1,BU05183387,single,income_2_10,0,4.25167805259711,52.0416175267012,2544
2544SE,16688,3,BU05183387,single-parent,income_1_10,1,4.25167805259711,52.0416175267012,2544
2544SE,16836,4,BU05183387,couple_with_children,income_1_10,0,4.25167805259711,52.0416175267012,2544
2544SE,19729,1,BU05183387,single,income_2_10,1,4.25167805259711,52.0416175267012,2544
2544SE,20461,1,BU05183387,single,income_2_10,1,4.25167805259711,52.0416175267012,2544
2544SE,19520,1,BU05183387,single,income_5_10,1,4.25167805259711,52.0416175267012,2544
2544SE,16961,4,BU05183387,couple_with_children,income_5_10,0,4.25167805259711,52.0416175267012,2544
2544SE,20410,1,BU05183387,single,income_3_10,0,4.25167805259711,52.0416175267012,2544
2544SE,17102,4,BU05183387,couple_with_children,income_3_10,0,4.25167805259711,52.0416175267012,2544
2544SE,20030,1,BU05183387,single,income_1_10,1,4.25167805259711,52.0416175267012,2544
2544SE,19022,1,BU05183387,single,income_1_10,0,4.25167805259711,52.0416175267012,2544
2544SE,17948,2,BU05183387,couple_without_children,income_5_10,0,4.25167805259711,52.0416175267012,2544
2544SE,19254,1,BU05183387,single,income_2_10,1,4.25167805259711,52.0416175267012,2544
2544SE,17994,2,BU05183387,couple_without_children,income_10_10,0,4.25167805259711,52.0416175267012,2544
2544SE,17415,3,BU05183387,couple_with_children,income_5_10,0,4.25167805259711,52.0416175267012,2544
2544SE,19978,1,BU05183387,single,income_4_10,1,4.25167805259711,52.0416175267012,2544
2544SE,16774,4,BU05183387,couple_with_children,income_9_10,0,4.25167805259711,52.0416175267012,2544
2544SE,19695,1,BU05183387,single,income_1_10,0,4.25167805259711,52.0416175267012,2544
2544SE,19922,1,BU05183387,single,income_3_10,0,4.25167805259711,52.0416175267012,2544
2544SE,17966,2,BU05183387,couple_without_children,income_9_10,0,4.25167805259711,52.0416175267012,2544
2544SE,17939,3,BU05183387,couple_with_children,income_10_10,0,4.25167805259711,52.0416175267012,2544
2544SE,16398,5,BU05183387,couple_with_children,income_9_10,0,4.25167805259711,52.0416175267012,2544
2544SE,19578,1,BU05183387,single,income_3_10,1,4.25167805259711,52.0416175267012,2544
2544SE,19619,1,BU05183387,single,income_7_10,0,4.25167805259711,52.0416175267012,2544
2544SE,16722,4,BU05183387,couple_with_children,income_5_10,0,4.25167805259711,52.0416175267012,2544
2544SE,18326,2,BU05183387,couple_without_children,income_5_10,0,4.25167805259711,52.0416175267012,2544
2544SE,17208,3,BU05183387,couple_with_children,income_8_10,0,4.25167805259711,52.0416175267012,2544
2544SE,16925,4,BU05183387,couple_with_children,income_10_10,0,4.25167805259711,52.0416175267012,2544
2544SK,20081,1,BU05183387,single,income_1_10,1,4.25148751290692,52.0426050990629,2544
2544SK,17464,2,BU05183387,single-parent,income_8_10,1,4.25148751290692,52.0426050990629,2544
2544SK,17706,3,BU05183387,couple_with_children,income_7_10,0,4.25148751290692,52.0426050990629,2544
2544SK,18837,1,BU05183387,single,income_9_10,1,4.25148751290692,52.0426050990629,2544
2544SK,18081,2,BU05183387,couple_without_children,income_10_10,0,4.25148751290692,52.0426050990629,2544
2544SK,16331,4,BU05183387,single-parent,income_1_10,0,4.25148751290692,52.0426050990629,2544
2544SK,18163,2,BU05183387,couple_without_children,income_9_10,0,4.25148751290692,52.0426050990629,2544
2544SK,19042,1,BU05183387,single,income_2_10,1,4.25148751290692,52.0426050990629,2544
2544SK,18752,1,BU05183387,single,income_5_10,1,4.25148751290692,52.0426050990629,2544
2544SK,17323,2,BU05183387,single-parent,income_1_10,1,4.25148751290692,52.0426050990629,2544
2544SK,18604,1,BU05183387,single,income_6_10,1,4.25148751290692,52.0426050990629,2544
2544SK,16453,5,BU05183387,couple_with_children,income_10_10,0,4.25148751290692,52.0426050990629,2544
2544SK,17716,3,BU05183387,couple_with_children,income_9_10,0,4.25148751290692,52.0426050990629,2544
2544SK,19089,1,BU05183387,single,income_8_10,1,4.25148751290692,52.0426050990629,2544
2544SK,19476,1,BU05183387,single,income_2_10,0,4.25148751290692,52.0426050990629,2544
2544SK,18769,1,BU05183387,single,income_7_10,0,4.25148751290692,52.0426050990629,2544
2544SK,19378,1,BU05183387,single,income_6_10,1,4.25148751290692,52.0426050990629,2544
2544SK,17120,4,BU05183387,couple_with_children,income_10_10,0,4.25148751290692,52.0426050990629,2544
2544SK,16380,5,BU05183387,couple_with_children,income_9_10,0,4.25148751290692,52.0426050990629,2544
2544SK,20437,1,BU05183387,single,income_3_10,0,4.25148751290692,52.0426050990629,2544
2544SK,18369,2,BU05183387,couple_without_children,income_2_10,0,4.25148751290692,52.0426050990629,2544
2544SK,18123,2,BU05183387,couple_without_children,income_7_10,0,4.25148751290692,52.0426050990629,2544
2544SK,19132,1,BU05183387,single,income_1_10,1,4.25148751290692,52.0426050990629,2544
2544SK,16884,4,BU05183387,couple_with_children,income_10_10,0,4.25148751290692,52.0426050990629,2544
2544SK,16832,3,BU05183387,single-parent,income_4_10,1,4.25148751290692,52.0426050990629,2544
2544SK,18259,2,BU05183387,couple_without_children,income_2_10,0,4.25148751290692,52.0426050990629,2544
2544SK,19721,1,BU05183387,single,income_1_10,0,4.25148751290692,52.0426050990629,2544
2544SK,17115,4,BU05183387,couple_with_children,income_2_10,0,4.25148751290692,52.0426050990629,2544
2544SK,17653,3,BU05183387,couple_with_children,income_5_10,0,4.25148751290692,52.0426050990629,2544
2544SK,16641,3,BU05183387,single-parent,income_4_10,1,4.25148751290692,52.0426050990629,2544
2544SK,19108,1,BU05183387,single,income_1_10,1,4.25148751290692,52.0426050990629,2544
2544SK,18696,1,BU05183387,single,income_2_10,1,4.25148751290692,52.0426050990629,2544
2544SL,18922,1,BU05183387,single,income_5_10,0,4.25074277468528,52.0421568813532,2544
2544SL,16346,5,BU05183387,couple_with_children,income_4_10,0,4.25074277468528,52.0421568813532,2544
2544SL,19389,1,BU05183387,single,income_4_10,0,4.25074277468528,52.0421568813532,2544
2544SL,19229,1,BU05183387,single,income_4_10,1,4.25074277468528,52.0421568813532,2544
2544SL,20441,1,BU05183387,single,income_7_10,1,4.25074277468528,52.0421568813532,2544
2544SL,19909,1,BU05183387,single,income_10_10,0,4.25074277468528,52.0421568813532,2544
2544SL,20377,1,BU05183387,single,income_2_10,0,4.25074277468528,52.0421568813532,2544
2544SL,20001,1,BU05183387,single,income_10_10,0,4.25074277468528,52.0421568813532,2544
2544SL,18958,1,BU05183387,single,income_3_10,1,4.25074277468528,52.0421568813532,2544
2544SL,17839,2,BU05183387,single-parent,income_8_10,0,4.25074277468528,52.0421568813532,2544
2544SL,17283,3,BU05183387,couple_with_children,income_2_10,0,4.25074277468528,52.0421568813532,2544
2544SL,16910,4,BU05183387,couple_with_children,income_7_10,0,4.25074277468528,52.0421568813532,2544
2544SL,18453,2,BU05183387,couple_without_children,income_5_10,0,4.25074277468528,52.0421568813532,2544
2544SL,16549,5,BU05183387,couple_with_children,income_8_10,0,4.25074277468528,52.0421568813532,2544
2544SL,19532,1,BU05183387,single,income_3_10,0,4.25074277468528,52.0421568813532,2544
2544SL,16781,4,BU05183387,couple_with_children,income_10_10,0,4.25074277468528,52.0421568813532,2544
2544SL,16630,4,BU05183387,couple_with_children,income_1_10,0,4.25074277468528,52.0421568813532,2544
2544SM,20315,1,BU05183387,single,income_3_10,1,4.25013311791024,52.0417983029419,2544
2544SM,20468,1,BU05183387,single,income_3_10,1,4.25013311791024,52.0417983029419,2544
2544SM,16719,3,BU05183387,single-parent,income_5_10,1,4.25013311791024,52.0417983029419,2544
2544SM,18528,2,BU05183387,couple_without_children,income_9_10,0,4.25013311791024,52.0417983029419,2544
2544SM,18719,1,BU05183387,single,income_9_10,1,4.25013311791024,52.0417983029419,2544
2544SM,18772,1,BU05183387,single,income_1_10,0,4.25013311791024,52.0417983029419,2544
2544SM,18315,2,BU05183387,couple_without_children,income_7_10,0,4.25013311791024,52.0417983029419,2544
2544SM,17693,3,BU05183387,couple_with_children,income_1_10,0,4.25013311791024,52.0417983029419,2544
2544SM,18168,2,BU05183387,couple_without_children,income_4_10,0,4.25013311791024,52.0417983029419,2544
2544SM,17188,4,BU05183387,couple_with_children,income_9_10,0,4.25013311791024,52.0417983029419,2544
2544SM,20101,1,BU05183387,single,income_1_10,0,4.25013311791024,52.0417983029419,2544
2544SM,20100,1,BU05183387,single,income_5_10,1,4.25013311791024,52.0417983029419,2544
2544SM,17448,3,BU05183387,couple_with_children,income_4_10,0,4.25013311791024,52.0417983029419,2544
2544SM,17825,3,BU05183387,couple_with_children,income_8_10,0,4.25013311791024,52.0417983029419,2544
2544SM,16814,3,BU05183387,single-parent,income_6_10,1,4.25013311791024,52.0417983029419,2544
2544SM,20202,1,BU05183387,single,income_8_10,1,4.25013311791024,52.0417983029419,2544
2544SM,17247,3,BU05183387,couple_with_children,income_1_10,0,4.25013311791024,52.0417983029419,2544
2544SM,19823,1,BU05183387,single,income_5_10,1,4.25013311791024,52.0417983029419,2544
2544SN,19066,1,BU05183387,single,income_2_10,0,4.24955386238917,52.0414002586831,2544
2544SN,18647,1,BU05183387,single,income_2_10,1,4.24955386238917,52.0414002586831,2544
2544SN,18553,2,BU05183387,couple_without_children,income_1_10,0,4.24955386238917,52.0414002586831,2544
2544SN,19119,1,BU05183387,single,income_5_10,1,4.24955386238917,52.0414002586831,2544
2544SN,16466,5,BU05183387,couple_with_children,income_5_10,0,4.24955386238917,52.0414002586831,2544
2544SN,20076,1,BU05183387,single,income_5_10,0,4.24955386238917,52.0414002586831,2544
2544SN,19683,1,BU05183387,single,income_3_10,1,4.24955386238917,52.0414002586831,2544
2544SN,18478,2,BU05183387,couple_without_children,income_2_10,0,4.24955386238917,52.0414002586831,2544
2544SN,16654,3,BU05183387,single-parent,income_2_10,0,4.24955386238917,52.0414002586831,2544
2544SN,19854,1,BU05183387,single,income_6_10,1,4.24955386238917,52.0414002586831,2544
2544SN,17823,3,BU05183387,couple_with_children,income_10_10,0,4.24955386238917,52.0414002586831,2544
2544SN,17071,3,BU05183387,single-parent,income_1_10,1,4.24955386238917,52.0414002586831,2544
2544SN,17874,3,BU05183387,couple_with_children,income_10_10,0,4.24955386238917,52.0414002586831,2544
2544SN,16425,5,BU05183387,couple_with_children,income_10_10,0,4.24955386238917,52.0414002586831,2544
2544SN,17801,2,BU05183387,single-parent,income_1_10,0,4.24955386238917,52.0414002586831,2544
2544SN,20172,1,BU05183387,single,income_5_10,1,4.24955386238917,52.0414002586831,2544
2544SN,17189,3,BU05183387,single-parent,income_8_10,0,4.24955386238917,52.0414002586831,2544
2544SN,18611,1,BU05183387,single,income_1_10,0,4.24955386238917,52.0414002586831,2544
2544SN,16708,3,BU05183387,single-parent,income_9_10,0,4.24955386238917,52.0414002586831,2544
2544SN,19377,1,BU05183387,single,income_3_10,1,4.24955386238917,52.0414002586831,2544
2544SN,18038,2,BU05183387,couple_without_children,income_2_10,0,4.24955386238917,52.0414002586831,2544
2544SN,18503,2,BU05183387,couple_without_children,income_5_10,0,4.24955386238917,52.0414002586831,2544
2544SN,19312,1,BU05183387,single,income_6_10,1,4.24955386238917,52.0414002586831,2544
2544SN,19328,1,BU05183387,single,income_5_10,0,4.24955386238917,52.0414002586831,2544
2544SN,17014,4,BU05183387,couple_with_children,income_8_10,0,4.24955386238917,52.0414002586831,2544
2544SN,17901,3,BU05183387,couple_with_children,income_10_10,0,4.24955386238917,52.0414002586831,2544
2544SN,18652,1,BU05183387,single,income_4_10,1,4.24955386238917,52.0414002586831,2544
2544SP,19251,1,BU05183387,single,income_5_10,1,4.24893473847786,52.0410492880639,2544
2544SP,17604,3,BU05183387,couple_with_children,income_9_10,0,4.24893473847786,52.0410492880639,2544
2544SP,16851,3,BU05183387,single-parent,income_2_10,0,4.24893473847786,52.0410492880639,2544
2544SP,16807,4,BU05183387,couple_with_children,income_4_10,0,4.24893473847786,52.0410492880639,2544
2544SP,16627,3,BU05183387,single-parent,income_2_10,0,4.24893473847786,52.0410492880639,2544
2544SP,18048,2,BU05183387,couple_without_children,income_5_10,0,4.24893473847786,52.0410492880639,2544
2544SP,18443,2,BU05183387,couple_without_children,income_4_10,0,4.24893473847786,52.0410492880639,2544
2544SP,16489,5,BU05183387,couple_with_children,income_2_10,0,4.24893473847786,52.0410492880639,2544
2544SP,20135,1,BU05183387,single,income_2_10,1,4.24893473847786,52.0410492880639,2544
2544SP,16472,5,BU05183387,couple_with_children,income_7_10,0,4.24893473847786,52.0410492880639,2544
2544SP,20179,1,BU05183387,single,income_10_10,1,4.24893473847786,52.0410492880639,2544
2544SP,17867,2,BU05183387,single-parent,income_2_10,0,4.24893473847786,52.0410492880639,2544
2544SR,19310,1,BU05183387,single,income_8_10,1,4.2485391171846,52.0406916306263,2544
2544SR,20321,1,BU05183387,single,income_1_10,1,4.2485391171846,52.0406916306263,2544
2544SR,18173,2,BU05183387,couple_without_children,income_5_10,0,4.2485391171846,52.0406916306263,2544
2544SR,18019,2,BU05183387,couple_without_children,income_9_10,0,4.2485391171846,52.0406916306263,2544
2544SR,16850,3,BU05183387,single-parent,income_1_10,0,4.2485391171846,52.0406916306263,2544
2544SR,18534,2,BU05183387,couple_without_children,income_8_10,0,4.2485391171846,52.0406916306263,2544
2544SR,20442,1,BU05183387,single,income_2_10,1,4.2485391171846,52.0406916306263,2544
2544SR,16376,5,BU05183387,couple_with_children,income_8_10,0,4.2485391171846,52.0406916306263,2544
2544SR,17728,3,BU05183387,couple_with_children,income_8_10,0,4.2485391171846,52.0406916306263,2544
2544SR,18184,2,BU05183387,couple_without_children,income_9_10,0,4.2485391171846,52.0406916306263,2544
2544SR,16800,3,BU05183387,single-parent,income_7_10,1,4.2485391171846,52.0406916306263,2544
2544SR,20089,1,BU05183387,single,income_2_10,0,4.2485391171846,52.0406916306263,2544
2544SR,17072,3,BU05183387,single-parent,income_4_10,1,4.2485391171846,52.0406916306263,2544
2544SR,18246,2,BU05183387,couple_without_children,income_3_10,0,4.2485391171846,52.0406916306263,2544
2544SR,19712,1,BU05183387,single,income_1_10,1,4.2485391171846,52.0406916306263,2544
2544SR,18298,2,BU05183387,couple_without_children,income_4_10,0,4.2485391171846,52.0406916306263,2544
2544SR,17200,3,BU05183387,couple_with_children,income_2_10,0,4.2485391171846,52.0406916306263,2544
2544SR,19981,1,BU05183387,single,income_4_10,1,4.2485391171846,52.0406916306263,2544
2544SR,19098,1,BU05183387,single,income_1_10,0,4.2485391171846,52.0406916306263,2544
2544SR,19918,1,BU05183387,single,income_3_10,1,4.2485391171846,52.0406916306263,2544
2544SR,19090,1,BU05183387,single,income_4_10,1,4.2485391171846,52.0406916306263,2544
2544SR,17658,3,BU05183387,couple_with_children,income_6_10,0,4.2485391171846,52.0406916306263,2544
2544SR,18199,2,BU05183387,couple_without_children,income_5_10,0,4.2485391171846,52.0406916306263,2544
2544SR,17171,4,BU05183387,couple_with_children,income_7_10,0,4.2485391171846,52.0406916306263,2544
2544SR,17712,3,BU05183387,couple_with_children,income_3_10,0,4.2485391171846,52.0406916306263,2544
2544SR,18736,1,BU05183387,single,income_4_10,1,4.2485391171846,52.0406916306263,2544
2544ST,19582,1,BU05183387,single,income_5_10,0,4.25219712914531,52.0423125482134,2544
2544ST,17773,3,BU05183387,couple_with_children,income_1_10,0,4.25219712914531,52.0423125482134,2544
2544ST,17842,2,BU05183387,single-parent,income_1_10,0,4.25219712914531,52.0423125482134,2544
2544ST,17213,3,BU05183387,couple_with_children,income_5_10,0,4.25219712914531,52.0423125482134,2544
2544ST,20068,1,BU05183387,single,income_1_10,0,4.25219712914531,52.0423125482134,2544
2544ST,17958,2,BU05183387,couple_without_children,income_10_10,0,4.25219712914531,52.0423125482134,2544
2544ST,19537,1,BU05183387,single,income_1_10,0,4.25219712914531,52.0423125482134,2544
2544ST,16615,4,BU05183387,couple_with_children,income_1_10,0,4.25219712914531,52.0423125482134,2544
2544ST,19309,1,BU05183387,single,income_7_10,1,4.25219712914531,52.0423125482134,2544
2544ST,18826,1,BU05183387,single,income_1_10,1,4.25219712914531,52.0423125482134,2544
2544ST,19811,1,BU05183387,single,income_4_10,0,4.25219712914531,52.0423125482134,2544
2544ST,18718,1,BU05183387,single,income_3_10,0,4.25219712914531,52.0423125482134,2544
2544ST,17109,4,BU05183387,couple_with_children,income_8_10,0,4.25219712914531,52.0423125482134,2544
2544ST,17351,2,BU05183387,single-parent,income_2_10,1,4.25219712914531,52.0423125482134,2544
2544ST,18700,1,BU05183387,single,income_10_10,1,4.25219712914531,52.0423125482134,2544
2544ST,19555,1,BU05183387,single,income_6_10,0,4.25219712914531,52.0423125482134,2544
2544SV,19256,1,BU05183387,single,income_2_10,1,4.25269239747972,52.0418661342467,2544
2544SV,17177,4,BU05183387,couple_with_children,income_10_10,0,4.25269239747972,52.0418661342467,2544
2544SV,16448,5,BU05183387,couple_with_children,income_7_10,0,4.25269239747972,52.0418661342467,2544
2544SV,18744,1,BU05183387,single,income_4_10,1,4.25269239747972,52.0418661342467,2544
2544SV,19221,1,BU05183387,single,income_4_10,0,4.25269239747972,52.0418661342467,2544
2544SV,16375,5,BU05183387,couple_with_children,income_6_10,0,4.25269239747972,52.0418661342467,2544
2544SV,19750,1,BU05183387,single,income_1_10,0,4.25269239747972,52.0418661342467,2544
2544SV,20354,1,BU05183387,single,income_2_10,1,4.25269239747972,52.0418661342467,2544
2544SV,19485,1,BU05183387,single,income_1_10,1,4.25269239747972,52.0418661342467,2544
2544SV,18094,2,BU05183387,couple_without_children,income_9_10,0,4.25269239747972,52.0418661342467,2544
2544SV,17413,2,BU05183387,single-parent,income_5_10,1,4.25269239747972,52.0418661342467,2544
2544SV,16841,4,BU05183387,couple_with_children,income_3_10,0,4.25269239747972,52.0418661342467,2544
2544SW,17151,4,BU05183387,couple_with_children,income_9_10,0,4.25229264167891,52.0416658328408,2544
2544SW,18351,2,BU05183387,couple_without_children,income_5_10,0,4.25229264167891,52.0416658328408,2544
2544SW,18436,2,BU05183387,couple_without_children,income_6_10,0,4.25229264167891,52.0416658328408,2544
2544SW,17455,2,BU05183387,single-parent,income_2_10,0,4.25229264167891,52.0416658328408,2544
2544SW,16572,5,BU05183387,couple_with_children,income_10_10,0,4.25229264167891,52.0416658328408,2544
2544SW,20282,1,BU05183387,single,income_1_10,0,4.25229264167891,52.0416658328408,2544
2544SW,17550,3,BU05183387,couple_with_children,income_6_10,0,4.25229264167891,52.0416658328408,2544
2544SW,17836,3,BU05183387,couple_with_children,income_1_10,0,4.25229264167891,52.0416658328408,2544
2544SW,16363,5,BU05183387,couple_with_children,income_6_10,0,4.25229264167891,52.0416658328408,2544
2544SW,16988,4,BU05183387,couple_with_children,income_1_10,0,4.25229264167891,52.0416658328408,2544
2544SW,16915,4,BU05183387,couple_with_children,income_10_10,0,4.25229264167891,52.0416658328408,2544
2544SW,16337,4,BU05183387,single-parent,income_5_10,0,4.25229264167891,52.0416658328408,2544
2544SW,19970,1,BU05183387,single,income_1_10,0,4.25229264167891,52.0416658328408,2544
2544SW,19199,1,BU05183387,single,income_5_10,1,4.25229264167891,52.0416658328408,2544
2544SW,17554,2,BU05183387,single-parent,income_3_10,0,4.25229264167891,52.0416658328408,2544
2544SW,19363,1,BU05183387,single,income_8_10,1,4.25229264167891,52.0416658328408,2544
2544SW,20143,1,BU05183387,single,income_5_10,1,4.25229264167891,52.0416658328408,2544
2544SW,20463,1,BU05183387,single,income_1_10,0,4.25229264167891,52.0416658328408,2544
2544SW,17088,3,BU05183387,single-parent,income_1_10,1,4.25229264167891,52.0416658328408,2544
2544SW,16560,4,BU05183387,single-parent,income_2_10,0,4.25229264167891,52.0416658328408,2544
2544SX,17788,3,BU05183387,couple_with_children,income_7_10,0,4.25168930461783,52.0421216169777,2544
2544SX,18010,2,BU05183387,couple_without_children,income_3_10,0,4.25168930461783,52.0421216169777,2544
2544SX,18092,2,BU05183387,couple_without_children,income_10_10,0,4.25168930461783,52.0421216169777,2544
2544SX,17850,3,BU05183387,couple_with_children,income_7_10,0,4.25168930461783,52.0421216169777,2544
2544SX,19024,1,BU05183387,single,income_1_10,1,4.25168930461783,52.0421216169777,2544
2544SX,19179,1,BU05183387,single,income_9_10,1,4.25168930461783,52.0421216169777,2544
2544SX,20215,1,BU05183387,single,income_3_10,1,4.25168930461783,52.0421216169777,2544
2544SX,16855,4,BU05183387,couple_with_children,income_1_10,0,4.25168930461783,52.0421216169777,2544
2544SX,16397,4,BU05183387,single-parent,income_4_10,1,4.25168930461783,52.0421216169777,2544
2544SX,17432,3,BU05183387,couple_with_children,income_6_10,0,4.25168930461783,52.0421216169777,2544
2544SX,20267,1,BU05183387,single,income_4_10,0,4.25168930461783,52.0421216169777,2544
2544SX,17840,3,BU05183387,couple_with_children,income_6_10,0,4.25168930461783,52.0421216169777,2544
2544SX,18835,1,BU05183387,single,income_1_10,1,4.25168930461783,52.0421216169777,2544
2544SX,16902,4,BU05183387,couple_with_children,income_10_10,0,4.25168930461783,52.0421216169777,2544
2544SX,16759,4,BU05183387,couple_with_children,income_4_10,0,4.25168930461783,52.0421216169777,2544
2544SX,17785,3,BU05183387,couple_with_children,income_6_10,0,4.25168930461783,52.0421216169777,2544
2544SX,20309,1,BU05183387,single,income_7_10,1,4.25168930461783,52.0421216169777,2544
2544SX,19006,1,BU05183387,single,income_3_10,1,4.25168930461783,52.0421216169777,2544
2544SX,18323,2,BU05183387,couple_without_children,income_9_10,0,4.25168930461783,52.0421216169777,2544
2544SX,20180,1,BU05183387,single,income_1_10,1,4.25168930461783,52.0421216169777,2544
2544SX,17589,3,BU05183387,couple_with_children,income_10_10,0,4.25168930461783,52.0421216169777,2544
2544SX,16889,4,BU05183387,couple_with_children,income_6_10,0,4.25168930461783,52.0421216169777,2544
2544SX,17834,2,BU05183387,single-parent,income_2_10,1,4.25168930461783,52.0421216169777,2544
2544SX,19719,1,BU05183387,single,income_4_10,0,4.25168930461783,52.0421216169777,2544
2544SX,20019,1,BU05183387,single,income_3_10,0,4.25168930461783,52.0421216169777,2544
2544SX,20198,1,BU05183387,single,income_2_10,0,4.25168930461783,52.0421216169777,2544
2544SX,17253,3,BU05183387,couple_with_children,income_1_10,0,4.25168930461783,52.0421216169777,2544
2544SX,19152,1,BU05183387,single,income_8_10,1,4.25168930461783,52.0421216169777,2544
